id,title,company,location,posted,applicants,level,type,functions,industries,key_words,misspelled_words
1811714271,"Programador senior Big Data, Madrid",Ibermática,"Madrid, Community of Madrid, Spain",7.0,0, Associate , Full-time , Engineering Information Technology , Information Technology and Services Telecommunications Human Resources,scala impala spark hive kafka hadoop agile scrum,telco 002ofrecemos hbase ibermática boadilla 19jl certificaciones
1815596583,"Consultor de Big Data, Madrid (remote)",Sentinel IT,"San Sebastián de los Reyes, Community of Madrid, Spain",6.0,0, Associate , Full-time , Other , Information Technology and Services Computer Software Telecommunications,impala spark hive hadoop cloud cloudera,
1810131377,"Programador senior Big Data, Madrid",Ibermática,"Madrid, Community of Madrid, Spain",7.0,0, Associate , Full-time , Engineering Information Technology , Information Technology and Services Telecommunications Human Resources,scala impala spark hive kafka hadoop agile scrum,telco 002ofrecemos hbase ibermática boadilla 19jl certificaciones
1807216890,INTERNATIONAL RISK HUB - RISK ANTICIPATION air – DATA SCIENTIST,BNP Paribas 2,"San Sebastián de los Reyes, Community of Madrid, Spain",14.0,0, Associate , Internship , Business Development Sales , Information Technology and Services Banking Financial Services,python r aws azure tensorflow,aaai ecai bitbucket client-oriented ijcai emnlp
1808016500,"Programador senior Big Data, Madrid",Ibermática,"Madrid, Community of Madrid, Spain",14.0,0, Associate , Full-time , Engineering Information Technology , Information Technology and Services Computer Software Telecommunications,scala impala spark hive kafka hadoop agile scrum,telco 002ofrecemos hbase ibermática boadilla 19jl certificaciones
1822364140,INTERNATIONAL RISK HUB - RISK ANTICIPATION air – DATA SCIENTIST,BNP Paribas 2,"San Sebastián de los Reyes, Community of Madrid, Spain",0.375,0, Associate , Internship , Business Development Sales , Information Technology and Services Banking Financial Services,python r aws azure tensorflow,aaai ecai bitbucket client-oriented ijcai emnlp
1807069808,"Programador senior Big Data, Madrid",Ibermática,"Madrid, Community of Madrid, Spain",14.0,0, Associate , Full-time , Engineering Information Technology , Information Technology and Services Computer Software Telecommunications,scala impala spark hive kafka hadoop agile scrum,telco 002ofrecemos hbase ibermática boadilla 19jl certificaciones
1805476041,INTERNATIONAL RISK HUB - RISK ANTICIPATION air – DATA SCIENTIST,BNP Paribas 2,"San Sebastián de los Reyes, Community of Madrid, Spain",14.0,0, Associate , Internship , Business Development Sales , Information Technology and Services Banking Financial Services,python r aws azure tensorflow,aaai ecai bitbucket client-oriented ijcai emnlp
1806445162,"Programador senior Big Data, Madrid",Ibermática,"Madrid, Community of Madrid, Spain",14.0,0, Associate , Full-time , Engineering Information Technology , Information Technology and Services Computer Software Telecommunications,scala impala spark hive kafka hadoop agile scrum,telco 002ofrecemos hbase ibermática boadilla 19jl certificaciones
1820789500,INTERNATIONAL RISK HUB - RISK ANTICIPATION air – DATA SCIENTIST,BNP Paribas 2,"San Sebastián de los Reyes, Community of Madrid, Spain",1.0,0, Associate , Internship , Business Development Sales , Information Technology and Services Banking Financial Services,python r aws azure tensorflow,aaai ecai bitbucket client-oriented ijcai emnlp
1805409989,"Programador senior Big Data, Madrid",Ibermática,"Madrid, Community of Madrid, Spain",14.0,0, Associate , Full-time , Engineering Information Technology , Information Technology and Services Computer Software Telecommunications,scala impala spark hive kafka hadoop agile scrum,telco 002ofrecemos hbase ibermática boadilla 19jl certificaciones
1813230869,"Consultor de Big Data, Madrid (remote)",Sentinel IT,"San Sebastián de los Reyes, Community of Madrid, Spain",7.0,0, Associate , Full-time , Other , Information Technology and Services Computer Software Telecommunications,impala spark hive hadoop cloud cloudera,
1803941628,"Programador senior Big Data, Madrid",Ibermática,"Madrid, Community of Madrid, Spain",14.0,0, Associate , Full-time , Engineering Information Technology , Information Technology and Services Computer Software Telecommunications,scala impala spark hive kafka hadoop agile scrum,telco 002ofrecemos hbase ibermática boadilla 19jl certificaciones
1819806190,INTERNATIONAL RISK HUB - RISK ANTICIPATION air – DATA SCIENTIST,BNP Paribas 2,"San Sebastián de los Reyes, Community of Madrid, Spain",2.0,0, Associate , Internship , Business Development Sales , Information Technology and Services Banking Financial Services,python r aws azure tensorflow,aaai ecai bitbucket client-oriented ijcai emnlp
1802719588,"Programador senior Big Data, Madrid",Ibermática,"Madrid, Community of Madrid, Spain",14.0,0, Associate , Full-time , Engineering Information Technology , Information Technology and Services Computer Software Telecommunications,scala impala spark hive kafka hadoop agile scrum,telco 002ofrecemos hbase ibermática boadilla 19jl certificaciones
1811459258,"Consultor de Big Data, Madrid (remote)",Sentinel IT,"San Sebastián de los Reyes, Community of Madrid, Spain",7.0,0, Associate , Full-time , Other , Information Technology and Services Computer Software Telecommunications,impala spark hive hadoop cloud cloudera,
1816784913,"Programador senior Big Data, Madrid",Ibermática,"Madrid, Community of Madrid, Spain",4.0,0, Associate , Full-time , Engineering Information Technology , Information Technology and Services Telecommunications Human Resources,scala impala spark hive kafka hadoop agile scrum,telco 002ofrecemos hbase ibermática boadilla 19jl certificaciones
1807041111,"Consultor de Big Data, Madrid (remote)",Sentinel IT,"San Sebastián de los Reyes, Community of Madrid, Spain",14.0,0, Associate , Full-time , Other , Information Technology and Services Computer Software Telecommunications,impala spark hive hadoop cloud cloudera,
1805142663,"Programador Senior Big Data, Madrid",Ibermática,"San Sebastián de los Reyes, Community of Madrid, Spain",21.0,0, Associate , Full-time , Engineering Information Technology , Information Technology and Services Telecommunications Human Resources,scala impala spark hive kafka hadoop agile scrum,telco 002ofrecemos hbase ibermática boadilla 19jl certificaciones
1806400063,"Consultor de Big Data, Madrid (remote)",Sentinel IT,"San Sebastián de los Reyes, Community of Madrid, Spain",14.0,0, Associate , Full-time , Other , Information Technology and Services Computer Software Telecommunications,impala spark hive hadoop cloud cloudera,
1805291423,"Consultor de Big Data, Madrid (remote)",Sentinel IT,"San Sebastián de los Reyes, Community of Madrid, Spain",14.0,0, Associate , Full-time , Other , Information Technology and Services Computer Software Telecommunications,impala spark hive hadoop cloud cloudera,
1803902148,"Consultor de Big Data, Madrid (remote)",Sentinel IT,"San Sebastián de los Reyes, Community of Madrid, Spain",14.0,0, Associate , Full-time , Other , Information Technology and Services Computer Software Telecommunications,impala spark hive hadoop cloud cloudera,
1802580370,"Consultor de Big Data, Madrid (remote)",Sentinel IT,"San Sebastián de los Reyes, Community of Madrid, Spain",14.0,0, Associate , Full-time , Other , Information Technology and Services Computer Software Telecommunications,impala spark hive hadoop cloud cloudera,
1807883423,"Consultor de Big Data, Madrid (remote)",Sentinel IT,"San Sebastián de los Reyes, Community of Madrid, Spain",14.0,0, Associate , Full-time , Other , Information Technology and Services Computer Software Telecommunications,impala spark hive hadoop cloud cloudera,
1818095025,"Consultor de Big Data, Madrid (remote)",Sentinel IT,"San Sebastián de los Reyes, Community of Madrid, Spain",4.0,0, Associate , Full-time , Other , Information Technology and Services Computer Software Telecommunications,impala spark hive hadoop cloud cloudera,
1814700959,"Consultor de Big Data, Madrid (remote)",Sentinel IT,"San Sebastián de los Reyes, Community of Madrid, Spain",7.0,0, Associate , Full-time , Other , Information Technology and Services Computer Software Telecommunications,impala spark hive hadoop cloud cloudera,
1816595146,Cloud Data Scientist - Permanent - Madrid - Banking,Apollo Solutions Ltd,"San Sebastián de los Reyes, Community of Madrid, Spain",21.0,0, Entry level , Full-time , Engineering Information Technology , Computer Software Computer & Network Security Banking,python r sql aws java cloud,you'll emr world's
1820238516,Finance Data Analyst En Madrid,Ing,"San Sebastián de los Reyes, Community of Madrid, Spain",4.0,0, Entry level , Full-time , Information Technology , Computer Software Banking Financial Services,sql agile,flexibleschedule otherdata today-s kpis andoff 14/00 13/00 that-s onethousand andfollow-up freecompany financialinformation toget asthey ofthat aboutit lifeand businessareas thechanges itdoesn-t processand withus createa tobe knowthis bachelor's processesacross alsomirrors dwh 12/00 internationalteams — payand 10/00 whatdo freemeals bankingbenefits workingat workflows 16/00 appropriatemanner ifyou … doesn-ttake 19/00 andchildren rozas whatare morehealth 11/00 beingand outsidethe analysisof firstbanks andprocessing implementationof you-ll 7/00 it-s basedin ofclients
1821951366,"Consultor de Big Data, Madrid (remote)",Sentinel IT,"San Sebastián de los Reyes, Community of Madrid, Spain",0.625,0, Associate , Full-time , Other , Information Technology and Services Computer Software Telecommunications,impala spark hive hadoop cloud cloudera,
1787886705,Arquitecto Big Data,Paradigma Digital,"Las Matas-Pinar-Monte Rozas, Community of Madrid, Spain",28.0,0, Associate , Full-time , Engineering Information Technology , Information Technology and Services Computer Software Internet,,…
1820615503,"Consultor de Big Data, Madrid (remote)",Sentinel IT,"San Sebastián de los Reyes, Community of Madrid, Spain",2.0,0, Associate , Full-time , Other , Information Technology and Services Computer Software Telecommunications,impala spark hive hadoop cloud cloudera,
1819375130,"Consultor de Big Data, Madrid (remote)",Sentinel IT,"San Sebastián de los Reyes, Community of Madrid, Spain",3.0,0, Associate , Full-time , Other , Information Technology and Services Computer Software Telecommunications,impala spark hive hadoop cloud cloudera,
1816554666,Data Analyst,Es3 Esp Cigna European Services,"San Sebastián de los Reyes, Community of Madrid, Spain",7.0,0, Entry level , Full-time , Information Technology , Information Technology and Services Computer Software Hospital & Health Care,tableau sql cloud agile kpi,rdbmsexposure non-structured action-plan customer-specific onboarding cigna-s analytics division-s dashboards multi-technology patient-centered people-s touchpoints cigna – qlikview you-ll cross-functional what-s instagram
1782464901,"Data Scientists I+D+I, Madrid",Quental,"Boadilla del Monte, Community of Madrid, Spain",28.0,0, Entry level , Full-time , Engineering Information Technology , Information Technology and Services Computer Software Human Resources,python r sql,matlab valorable learning aportada 00python titulaciones predictivos scientists aportarnos multidisciplinar 00-18 00-15 boadilla planteada predictivo
1812958106,Analista Funcional Big Data,Atmira,"San Sebastián de los Reyes, Community of Madrid, Spain",14.0,0, Entry level , Full-time , Other , Information Technology and Services Computer Software Internet,scala spark,learning datay meetups catalogue postimplantación atmira implantaciones @s trends workshops soci aprovisionará icouldbe jcl
1805135558,Empleo En Prosegur España Como Data Scientist,Net4Skills,"San Sebastián de los Reyes, Community of Madrid, Spain",21.0,0, Entry level , Full-time , Engineering Information Technology , Information Technology and Services Computer Software Internet,python r spark sql hadoop aws cloud azure,implementa capacitar postúlate analíticas dashboarding scientist bayesianos scraping prosegur
1805135849,Científico De Datos Senior Aws,Keepler Data Tech,"San Sebastián de los Reyes, Community of Madrid, Spain",21.0,0, Associate , Full-time , Other , Information Technology and Services Computer Software Internet,python r aws cloud scrum,b2 learning keepler c1 metodologías kanban seniorpara …
1796948407,Big Data Engineer En Madrid,Ing,"San Sebastián de los Reyes, Community of Madrid, Spain",21.0,0, Entry level , Full-time , Engineering Information Technology , Computer Software Banking Financial Services,python hadoop etl agile,13/00 14/00 pádel planning learning clinics ¡ microservicios 12/00 engineer arquitecturas 10/00 16/00 … rozas 19/00 11/00 metodologías 7/00 microservicio 15/00 pipelines json
1801039403,Consultor Big Data Junior. Ref. 673,M2C,"San Sebastián de los Reyes, Community of Madrid, Spain",21.0,0, Entry level , Full-time , Other , Information Technology and Services Computer Software Human Resources,,valorará proactividad m2c regulatorios certificaciones m2cposibilidad ¡
1817886314,Arquitecto Big Data,M2C Consulting,"San Sebastián de los Reyes, Community of Madrid, Spain",4.0,0, Associate , Full-time , Engineering Information Technology , Information Technology and Services Computer Software Telecommunications,spark hadoop cloudera,cio fronts roadmap shared sapark parametrización titulaciones m2c cto object certificaciones cdo bbdd ¡ optimización
1808206378,Arquitecto Big Data. Ref. 691,M2C,"San Sebastián de los Reyes, Community of Madrid, Spain",14.0,0, Associate , Full-time , Engineering Information Technology , Information Technology and Services Computer Software Human Resources,cloudera,cio fronts roadmap shared m2c lakepromueve cto object certificaciones cdo bbdd coredesign m2cposibilidad ¡
1816547900,Cientifico/A De Datos Senior,Keepler Data Tech,"San Sebastián de los Reyes, Community of Madrid, Spain",7.0,0, Associate , Full-time , Other , Information Technology and Services Computer Software Internet,python r aws cloud azure scrum,60k b2 learning keepler c1 40k metodologías kanban validado 10k programming xtreme …
1812956486,Empleo En Telefónica España Como Data Scientist,Net4Skills,"San Sebastián de los Reyes, Community of Madrid, Spain",14.0,0, Entry level , Full-time , Engineering Information Technology , Information Technology and Services Computer Software Internet,python scala spark hive java keras sklearn,engineering technology regresion py multilabel learning capitalización xglb multiclass postúlate numpy clustering mathematics 2-3 fss r-project xgboost stem clasificacion nldr mllib sparkling
1816554937,Desarrollador Spark (Big Data),Digital Talent Agency,"San Sebastián de los Reyes, Community of Madrid, Spain",7.0,0, Entry level , Full-time , Engineering Information Technology , Information Technology and Services Computer Software Insurance,scala spark kafka,hbase retributivo
1812943975,Experto En Big Data,Soltel Group,"San Sebastián de los Reyes, Community of Madrid, Spain",7.0,0, Associate , Full-time , Other , Information Technology and Services Computer Software Human Resources,impala spark hive hadoop cloudera,soltel
1806494044,Data Analyst Intern,Ecolab España,"Madrid, Community of Madrid, Spain",14.0,30 , Internship , Internship , Information Technology , Information Technology and Services Internet Human Resources,python r qlik tableau sql azure,ecolab ecl postúlate 0dirección
1781371977,Big Data Consultants and Developers,CRANDP,"San Sebastián de los Reyes, Community of Madrid, Spain",28.0,0, Associate , Full-time , Other , Information Technology and Services Computer Software Human Resources,impala spark hive sql hadoop aws cloud azure etl cloudera,valorará intelligence sba hdfs funcionesanálisis softpro-actividad analytics map developers consultants arquitecturas requisitospasión … deseablesse architectures distribuciones j2ee mpp pro-actividad
1805141598,Data Analyst Intern,Ecolab Eña,"San Sebastián de los Reyes, Community of Madrid, Spain",21.0,0, Internship , Internship , Information Technology , Information Technology and Services Internet Staffing and Recruiting,python r qlik tableau sql azure,ecolab ecl postúlate
1812956704,Big Data Analyst,Standby Consultores,"San Sebastián de los Reyes, Community of Madrid, Spain",14.0,0, Entry level , Full-time , Other , Information Technology and Services Staffing and Recruiting Human Resources,kpi,visualizaciones cio priorización concisos traducirlos standby correlaciones kpis gestionamos finalizamos 20-30 conseguidos eba e-commerce comunicativas analíticos analyst
1813169445,Big Data Analyst,Standby Consultores,"San Sebastián de los Reyes, Community of Madrid, Spain",14.0,0, Entry level , Full-time , Other , Information Technology and Services Staffing and Recruiting Human Resources,kpi,visualizaciones cio priorización concisos traducirlos standby correlaciones kpis gestionamos finalizamos 20-30 conseguidos eba e-commerce comunicativas analíticos analyst
1805281334,Data Science Project Manager,Unlimiteck Company Builder,"San Sebastián de los Reyes, Community of Madrid, Spain",21.0,0, Entry level , Full-time , Project Management Information Technology , Marketing and Advertising Computer Software Internet,python sql keras mongo,dreamers unlimiteck information additional description reinforcement makers tconocimientos managerpara learning trequisitos redis builder startup startups clickhouse ¡ qualifications dashboards proactividad metiora escalabilidad conceptualizar inclusivo productificando predictivos funcionalidades testeo relacionales
1797911270,Data Science Project Manager,Unlimiteck Company Builder,"Covibar Madrid, Community of Madrid, Spain",21.0,0, Mid-Senior level , Full-time , Project Management Information Technology , Marketing and Advertising Information Technology and Services Internet,python sql keras mongo,dreamers unlimiteck reinforcement makers tconocimientos learning redis builder startup startups clickhouse ¡ dashboards proactividad metiora escalabilidad conceptualizar inclusivo productificando predictivos funcionalidades testeo relacionales
1813226726,Data Science Talent Program in Banco Santander España,Ref. 2361. Entidad financiera.,"San Sebastián de los Reyes, Community of Madrid, Spain",7.0,0, Entry level , Full-time , Engineering Information Technology , Information Technology and Services Computer Software Telecommunications,crm,valorable b2 learning santander punteras terabytes c1 corporate telecomunicación incorporarás cursando analytics ingenerio scientist banking perfila
1816550077,Programador Big Data,Cediant Keedio,"San Sebastián de los Reyes, Community of Madrid, Spain",7.0,0, Entry level , Full-time , Engineering Information Technology , Information Technology and Services Computer Software Staffing and Recruiting,python r spark hadoop cloud cloudera docker,cedianttecnologías valorable metodologías keedio telecomunicación telemática disruptivas ticgrado 9-6 cediant computing grafana boadilla py proactiva
1812946317,Beca Sistemas Big Data,Cediant Keedio,"San Sebastián de los Reyes, Community of Madrid, Spain",7.0,0, Entry level , Full-time , Information Technology , Information Technology and Services Computer Software Staffing and Recruiting,cloud cloudera,scripting metodologías telemática keedio telecomunicación disruptivas ticgrado 9-6 arquitecturas cediant computing
1801286823,Programador Big Data,Telemail España,"Madrid, Community of Madrid, Spain",14.0,0, Entry level , Full-time , Engineering Information Technology , Marketing and Advertising Information Technology and Services Human Resources,python sql java azure,valorable learning marchine postúlate relacionales avalan html telemail poligono alcobendas 0dirección outsourcing
1819663657,INTERNATIONAL RISK DEPARTMENT Software Engineer,BNP Paribas 2,"San Sebastián de los Reyes, Community of Madrid, Spain",2.0,0, Entry level , Internship , Engineering Information Technology , Information Technology and Services Banking Financial Services,python sql java agile docker,devops client-oriented zone's
1801028074,Programador /A Business Intelligence /Big Data Barcelona,Indra Sistemas S.A,"San Sebastián de los Reyes, Community of Madrid, Spain",21.0,0, Entry level , Full-time , Engineering Information Technology , Information Technology and Services Computer Software Telecommunications,,consolidada accesibilidadal demandadas hibernate intelligence aplicativos ingen
1813121974,Programador Big Data,Telemail Eña,"San Sebastián de los Reyes, Community of Madrid, Spain",21.0,0, Entry level , Full-time , Engineering Information Technology , Marketing and Advertising Information Technology and Services Human Resources,python sql java azure,valorable learning transpromo marchine postúlate relacionales html telemail poligono alcobendas outsourcing
1822371820,INTERNATIONAL RISK DEPARTMENT Software Engineer,BNP Paribas 2,"San Sebastián de los Reyes, Community of Madrid, Spain",0.375,0, Entry level , Internship , Engineering Information Technology , Information Technology and Services Banking Financial Services,python sql java agile docker,devops client-oriented zone's
1818300705,INTERNATIONAL RISK DEPARTMENT Software Engineer,BNP Paribas 2,"San Sebastián de los Reyes, Community of Madrid, Spain",3.0,0, Entry level , Internship , Engineering Information Technology , Information Technology and Services Banking Financial Services,python sql java agile docker,devops client-oriented zone's
1820784509,INTERNATIONAL RISK DEPARTMENT Software Engineer,BNP Paribas 2,"San Sebastián de los Reyes, Community of Madrid, Spain",1.0,0, Entry level , Internship , Engineering Information Technology , Information Technology and Services Banking Financial Services,python sql java agile docker,devops client-oriented zone's
1814939539,INTERNATIONAL RISK DEPARTMENT Software Engineer,BNP Paribas 2,"San Sebastián de los Reyes, Community of Madrid, Spain",6.0,0, Entry level , Internship , Engineering Information Technology , Information Technology and Services Banking Financial Services,python sql java agile docker,devops client-oriented zone's
1813419049,INTERNATIONAL RISK DEPARTMENT Software Engineer,BNP Paribas 2,"San Sebastián de los Reyes, Community of Madrid, Spain",7.0,0, Entry level , Internship , Engineering Information Technology , Information Technology and Services Banking Financial Services,python sql java agile docker,devops client-oriented zone's
1811887953,INTERNATIONAL RISK DEPARTMENT Software Engineer,BNP Paribas 2,"San Sebastián de los Reyes, Community of Madrid, Spain",7.0,0, Entry level , Internship , Engineering Information Technology , Information Technology and Services Banking Financial Services,python sql java agile docker,devops client-oriented zone's
1810266844,INTERNATIONAL RISK DEPARTMENT Software Engineer,BNP Paribas 2,"San Sebastián de los Reyes, Community of Madrid, Spain",7.0,0, Entry level , Internship , Engineering Information Technology , Information Technology and Services Banking Financial Services,python sql java agile docker,devops client-oriented zone's
1807216982,INTERNATIONAL RISK DEPARTMENT Software Engineer,BNP Paribas 2,"San Sebastián de los Reyes, Community of Madrid, Spain",14.0,0, Entry level , Internship , Engineering Information Technology , Information Technology and Services Banking Financial Services,python sql java agile docker,devops client-oriented zone's
1805474770,INTERNATIONAL RISK DEPARTMENT Software Engineer,BNP Paribas 2,"San Sebastián de los Reyes, Community of Madrid, Spain",14.0,0, Entry level , Internship , Engineering Information Technology , Information Technology and Services Banking Financial Services,python sql java agile docker,devops client-oriented zone's
1804016701,INTERNATIONAL RISK DEPARTMENT Software Engineer,BNP Paribas 2,"San Sebastián de los Reyes, Community of Madrid, Spain",14.0,0, Entry level , Internship , Engineering Information Technology , Information Technology and Services Banking Financial Services,python sql java agile docker,devops client-oriented zone's
1802839786,INTERNATIONAL RISK DEPARTMENT Software Engineer,BNP Paribas 2,"San Sebastián de los Reyes, Community of Madrid, Spain",14.0,0, Entry level , Internship , Engineering Information Technology , Information Technology and Services Banking Financial Services,python sql java agile docker,devops client-oriented zone's
1801220158,Consultor/a Big Data,SII Concatel SL,"San Sebastián de los Reyes, Community of Madrid, Spain",14.0,0, Associate , Full-time , Other , Information Technology and Services Computer Software Human Resources,,testing atlassian individualizado metodologías concatel boadilla delcliente solucióntécnica ¡ …
1815810549,INTERNATIONAL RISK DEPARTMENT Software Engineer,BNP Paribas 2,"San Sebastián de los Reyes, Community of Madrid, Spain",5.0,0, Entry level , Internship , Engineering Information Technology , Information Technology and Services Banking Financial Services,python sql java agile docker,devops client-oriented zone's
1820250709,Técnico Soporte (Experiencia En Aplicaciones Big Data). Larga Duración!!,Keyland,"San Sebastián de los Reyes, Community of Madrid, Spain",5.0,0, Entry level , Full-time , Information Technology , Information Technology and Services Internet Human Resources,scala impala hive hadoop,c1 user mantenimientos experiencie ofrecemosproyecto participada itc keyland expertise c2 aplicativos ¡ consultoras incorporarás automoción rotativos antolín interfaces optimización
1806498665,INTERNATIONAL RISK DEPARTMENT Software Engineer,BNP Paribas 2,"San Sebastián de los Reyes, Community of Madrid, Spain",14.0,0, Entry level , Internship , Engineering Information Technology , Information Technology and Services Banking Financial Services,python sql java agile docker,devops client-oriented zone's
1820279522,Azure Data Architect Big Data/Analytics- Atos-Marzo-Natalia,Grupo Hasten,"San Sebastián de los Reyes, Community of Madrid, Spain",14.0,0, Associate , Full-time , Business Development Sales , Information Technology and Services Telecommunications Human Resources,sql azure,ml-service elegirnos database analysis continuados multiplataforma analytics hasten talend modelados multiproyectos ¡ multidisciplinares streaming salariales functions velamos storage pyspark relacionales databricks
1816312543,QA manager,Enel,"Covibar Madrid, Community of Madrid, Spain",5.0,0, Mid-Senior level , Full-time , Quality Assurance , Renewables & Environment Information Technology and Services Human Resources,impala spark hive hadoop apis aws java cloud etl,operaci ingenier imaginaci ticas driven focalizado cnicas endesa migraci nosql inform transformaci cnica adido titulaci conversi metodolog es-md-madridpuesto conciliaci orientaci cnico companyimplementaci solutionsanuncio ndose mongodb relaci nomo espa gico tecnol framework asegur comunicaci entregables gicas informaci ltiples resoluci ticos obtenci aut gesti scientist comercializaci funci hbase inscr motivaci satisfacci atlassian laintegraci definici enel couchdb ingl riemprendedor estructurados formaci ubicaci implementaci tecnolog require menes spotfire enel_x bete comercializamos inversi estrat ejecuci opcionalcontar psva talend energ matem electr optimizaci lisis construcci posici datalake interlocutores gica ctrico
1801298426,Técnico de sistemas Big Data,SEREM España,"Madrid, Community of Madrid, Spain",14.0,0, Entry level , Full-time , Engineering Information Technology , Information Technology and Services Human Resources Management Consulting,sql azure,rhlse serem elg 0dirección postúlate istio kubernetes convirtiéndonos postgre valorarán
1805170290,"Administrador Big Data Hadoop, Cloudera, Madrid",Fiability Solutions,"San Sebastián de los Reyes, Community of Madrid, Spain",14.0,0, Associate , Full-time , Information Technology , Information Technology and Services Computer Software Internet,python impala spark hive kafka hadoop sqoop cloudera,kerberos hbase hortonworks end-to-end ambari hdfs valorable map clúster nifi jupyter dns tuning arquitecturas phyton flume multi-tenant directory scripting configurando relacionales notebooks
1805277321,Técnico De Sistemas Big Data,Serem Eña,"San Sebastián de los Reyes, Community of Madrid, Spain",21.0,0, Entry level , Full-time , Engineering Information Technology , Information Technology and Services Human Resources Management Consulting,sql azure,serem elg postúlate istio kubernetes rhl convirtiéndonos postgre valorarán
1820616921,Big Data Developer,SII Concatel SL,"San Sebastián de los Reyes, Community of Madrid, Spain",2.0,0, Entry level , Full-time , Engineering Information Technology , Information Technology and Services Computer Software Human Resources,python scala impala spark hive sql kafka hadoop apis java cloud cloudera agile,bigdata individualizado boadilla atlassian valorable mapreduce developer ¡ dwh suply streaming flume estructuradentro etls … testing tools metodologías concatel ecosystem
1786692417,Product Management Intern,Amazon EMEA (Amazon DE),"San Sebastián de los Reyes, Community of Madrid, Spain",28.0,0, Internship , Internship , Education Training , Information Technology and Services Computer Software Internet,sql,root-causes highest-potential deep-dive amazon's google analytics customer-centric excel-based we're interns time-management
1818075349,Científico /a de datos DISCAPACIDAD,Goodjob CEE,"San Sebastián de los Reyes, Community of Madrid, Spain",4.0,0, Entry level , Full-time , Engineering Information Technology , Information Technology and Services Telecommunications Human Resources,r impala spark hive sql keras,valorable valorará learning explicativa predictivos modelización tensor actuariales evoluciones goodjob phyton hdfs … aporten multidisciplinar diplomatura
1818318370,Disease Area Head Hematology,BMS,"Madrid, Community of Madrid, Spain",3.0,0, Director , Full-time , Business Development Sales , Biotechnology Hospital & Health Care Pharmaceuticals,r gcp,bms's product-specific tl-visits timelines daexperience emac hcps cross-functional biopharma non-promotional 3-5 mentoring can-do immunoscience trial-related pharmacovigilance actualidad económica
1813423124,Disease Area Head Hematology,BMS,"Madrid, Community of Madrid, Spain",7.0,0, Director , Full-time , Business Development Sales , Biotechnology Hospital & Health Care Pharmaceuticals,r gcp,bms's product-specific tl-visits timelines daexperience emac hcps cross-functional biopharma non-promotional 3-5 mentoring can-do immunoscience trial-related pharmacovigilance actualidad económica
1815831424,Disease Area Head Hematology,BMS,"Madrid, Community of Madrid, Spain",5.0,0, Director , Full-time , Business Development Sales , Biotechnology Hospital & Health Care Pharmaceuticals,r gcp,bms's product-specific tl-visits timelines daexperience emac hcps cross-functional biopharma non-promotional 3-5 mentoring can-do immunoscience trial-related pharmacovigilance actualidad económica
1805474801,Disease Area Head Hematology,BMS,"Madrid, Community of Madrid, Spain",14.0,0, Director , Full-time , Business Development Sales , Marketing and Advertising Human Resources Hospital & Health Care,r gcp,bms's product-specific tl-visits timelines daexperience emac hcps cross-functional biopharma non-promotional 3-5 mentoring can-do immunoscience trial-related pharmacovigilance actualidad económica
1804036172,Disease Area Head Hematology,BMS,"Madrid, Community of Madrid, Spain",14.0,0, Director , Full-time , Business Development Sales , Marketing and Advertising Human Resources Hospital & Health Care,r gcp,bms's product-specific tl-visits timelines daexperience emac hcps cross-functional biopharma non-promotional 3-5 mentoring can-do immunoscience trial-related pharmacovigilance actualidad económica
1802841350,Disease Area Head Hematology,BMS,"Madrid, Community of Madrid, Spain",14.0,0, Director , Full-time , Business Development Sales , Marketing and Advertising Human Resources Hospital & Health Care,r gcp,bms's product-specific tl-visits timelines daexperience emac hcps cross-functional biopharma non-promotional 3-5 mentoring can-do immunoscience trial-related pharmacovigilance actualidad económica
1806503926,Disease Area Head Hematology,BMS,"Madrid, Community of Madrid, Spain",14.0,0, Director , Full-time , Business Development Sales , Marketing and Advertising Human Resources Hospital & Health Care,r gcp,bms's product-specific tl-visits timelines daexperience emac hcps cross-functional biopharma non-promotional 3-5 mentoring can-do immunoscience trial-related pharmacovigilance actualidad económica
1810259904,Disease Area Head Hematology,BMS,"Madrid, Community of Madrid, Spain",7.0,0, Director , Full-time , Business Development Sales , Marketing and Advertising Human Resources Hospital & Health Care,r gcp,bms's product-specific tl-visits timelines daexperience emac hcps cross-functional biopharma non-promotional 3-5 mentoring can-do immunoscience trial-related pharmacovigilance actualidad económica
